filename,format,generation,serial_hex,valid
Samsung M471B5273DH0-CH9 (1).thp,TH20,DDR3,0x002A66FC,yes
Samsung M471B5273DH0-CH9.thp,TH20,DDR3,0x6251A874,yes
Shenzhen Yong Sheng YXS1866C10D3-8G.thp,TH20,DDR3,0x74260A04,yes
Silicon Power Undefined (1).thp,TH20,DDR3,0x00000000,yes
TIGO Semiconductor Co. Ltd. Tigo.thp,TH20,DDR3,0xCB0851CA,yes
Team Group Team-Elite-1333.thp,TH20,DDR3,0x00000000,yes
Team Group Team-Elite-1600 (1).thp,TH20,DDR3,0x00000000,yes
Team Group Team-Elite-1600.thp,TH20,DDR3,0x00000000,yes
Team Group Vulcan-1866.thp,TH20,DDR3,0x02025DC5,yes
Undefined DEXP8GD3LSD16 (1).thp,TH20,DDR3,0x4F649014,yes
Undefined DEXP8GD3LSD16.thp,TH20,DDR3,0xC26A9014,yes
Undefined HMT41GU6DFR8A-PB.thp,TH20,DDR3,0x1529E1ED,yes
Undefined M378B1G73QH0-CK0.thp,TH20,DDR3,0x197FBBAB,yes
Undefined Undefined (15).thp,TH20,DDR3,0x000000A4,yes
Undefined Undefined (43).thp,TH41,DDR3,0xCEC971D2,yes
Undefined Undefined (46).thp,TH20,DDR3,0x00000000,yes
Unknown (JEDEC ID 0080h) ankowall.thp,TH20,DDR3,0x01000000,yes
Unknown (JEDEC ID 00FFh) Undefined (5).thp,TH20,DDR3,0x00000000,yes
V-Color 1642819C-E6PRSWK.thp,TH41,DDR3,0x07009604,yes
V-Color TL 6 2819C-E6PRSWK.thp,TH41,DDR3,0x07009604,yes
Veineda Co. Ltd. Undefined.thp,TH20,DDR3,0x00000008,yes
Wilk Elektronik GR1333D364L9-2G.thp,TH20,DDR3,0x00000000,yes
Wilk Elektronik GR1333D364L9-4G.thp,TH20,DDR3,0x00000000,yes
Wilk Elektronik GR1333D364L9S-4G.thp,TH20,DDR3,0x00000000,yes
Wilk Elektronik GR1600D364L11-8G.thp,TH20,DDR3,0x7FEFF505,yes
